Year,Gebietseinheit,GeoCode,Value
1979,Osterholz,K03356,4.453889564
1980,Osterholz,K03356,4.391921921
1981,Osterholz,K03356,4.40452865
1982,Osterholz,K03356,4.353340843
1983,Osterholz,K03356,4.317410087
1984,Osterholz,K03356,4.302487598
1985,Osterholz,K03356,4.235193713
1986,Osterholz,K03356,4.172134001
1987,Osterholz,K03356,4.223425936
1988,Osterholz,K03356,3.258692553
1989,Osterholz,K03356,3.444448455
1990,Osterholz,K03356,3.695820782
1991,Osterholz,K03356,4.165620179
1992,Osterholz,K03356,5.751063137
1993,Osterholz,K03356,5.191889614
1994,Osterholz,K03356,5.333097564
1995,Osterholz,K03356,5.489045694
1996,Osterholz,K03356,
1997,Osterholz,K03356,0.62801408
1998,Osterholz,K03356,0.766271805
1999,Osterholz,K03356,0.917230011
2000,Osterholz,K03356,1.105668614
2001,Osterholz,K03356,1.136143375
2002,Osterholz,K03356,1.15361759
2003,Osterholz,K03356,1.160484325
2004,Osterholz,K03356,1.217950605
2005,Osterholz,K03356,1.269943452
2006,Osterholz,K03356,1.497977766
2007,Osterholz,K03356,1.618677828
2008,Osterholz,K03356,1.755896023
2009,Osterholz,K03356,1.75996334
2010,Osterholz,K03356,1.765164465
2011,Osterholz,K03356,1.766552511
2012,Osterholz,K03356,1.877301139
2013,Osterholz,K03356,1.970380094
2014,Osterholz,K03356,1.680337083
2015,Osterholz,K03356,2.103912858
2016,Osterholz,K03356,2.495258076
2017,Osterholz,K03356,2.861730194
2018,Osterholz,K03356,3.515388101
1970,Rotenburg (Wümme),K03357,4.138645659
1971,Rotenburg (Wümme),K03357,4.193808591
1972,Rotenburg (Wümme),K03357,4.237996243
1973,Rotenburg (Wümme),K03357,4.636906633
1974,Rotenburg (Wümme),K03357,4.825307321
1975,Rotenburg (Wümme),K03357,4.923240488
1976,Rotenburg (Wümme),K03357,4.621736983
1977,Rotenburg (Wümme),K03357,4.785798195
1978,Rotenburg (Wümme),K03357,4.92541375
1979,Rotenburg (Wümme),K03357,4.931987391
1980,Rotenburg (Wümme),K03357,4.848836854
1981,Rotenburg (Wümme),K03357,4.834509613
1982,Rotenburg (Wümme),K03357,4.824412485
1983,Rotenburg (Wümme),K03357,4.786656558
1984,Rotenburg (Wümme),K03357,4.781823252
1985,Rotenburg (Wümme),K03357,4.773616681
1986,Rotenburg (Wümme),K03357,4.694325134
1987,Rotenburg (Wümme),K03357,4.60795787
1988,Rotenburg (Wümme),K03357,4.600268522
1989,Rotenburg (Wümme),K03357,3.574379401
1990,Rotenburg (Wümme),K03357,3.743355174
1991,Rotenburg (Wümme),K03357,4.074193468
1992,Rotenburg (Wümme),K03357,4.480295597
1993,Rotenburg (Wümme),K03357,5.634812224
1994,Rotenburg (Wümme),K03357,5.899419729
1995,Rotenburg (Wümme),K03357,6.016758785
1996,Rotenburg (Wümme),K03357,6.231684562
1997,Rotenburg (Wümme),K03357,
1998,Rotenburg (Wümme),K03357,1.884091034
1999,Rotenburg (Wümme),K03357,2.177107925
2000,Rotenburg (Wümme),K03357,2.41022121
2001,Rotenburg (Wümme),K03357,2.844384873
2002,Rotenburg (Wümme),K03357,2.771290431
2003,Rotenburg (Wümme),K03357,2.504380898
2004,Rotenburg (Wümme),K03357,2.455645542
2005,Rotenburg (Wümme),K03357,2.4549725
2006,Rotenburg (Wümme),K03357,2.428668211
2007,Rotenburg (Wümme),K03357,2.49033683
2008,Rotenburg (Wümme),K03357,2.575783849
2009,Rotenburg (Wümme),K03357,2.876322085
2010,Rotenburg (Wümme),K03357,3.036768758
2011,Rotenburg (Wümme),K03357,3.023393428
2012,Rotenburg (Wümme),K03357,2.976383816
2013,Rotenburg (Wümme),K03357,2.950811851
2014,Rotenburg (Wümme),K03357,3.044647403
2015,Rotenburg (Wümme),K03357,2.508346262
2016,Rotenburg (Wümme),K03357,2.824133504
2017,Rotenburg (Wümme),K03357,3.202440261
2018,Rotenburg (Wümme),K03357,3.576097032
1970,Heidekreis,K03358,4.055543828
1971,Heidekreis,K03358,4.644954206
1972,Heidekreis,K03358,4.946489367
1973,Heidekreis,K03358,5.175579873
1974,Heidekreis,K03358,5.529964172
1975,Heidekreis,K03358,5.612668553
1976,Heidekreis,K03358,5.701661802
1977,Heidekreis,K03358,5.439233674
1978,Heidekreis,K03358,5.489570535
1979,Heidekreis,K03358,5.366504283
1980,Heidekreis,K03358,5.3133322
1981,Heidekreis,K03358,5.285244334
1982,Heidekreis,K03358,5.170239596
1983,Heidekreis,K03358,5.161078008
1984,Heidekreis,K03358,5.154263446
1985,Heidekreis,K03358,5.161916279
1986,Heidekreis,K03358,5.088501821
1987,Heidekreis,K03358,4.934939485
1988,Heidekreis,K03358,4.885293425
1989,Heidekreis,K03358,4.997493375
1990,Heidekreis,K03358,3.746545946
1991,Heidekreis,K03358,4.017765077
1992,Heidekreis,K03358,4.37794952
1993,Heidekreis,K03358,4.9030837
1994,Heidekreis,K03358,7.906519135
1995,Heidekreis,K03358,7.864452417
1996,Heidekreis,K03358,7.710335804
1997,Heidekreis,K03358,8.321705842
1998,Heidekreis,K03358,
1999,Heidekreis,K03358,1.216550078
2000,Heidekreis,K03358,1.693508331
2001,Heidekreis,K03358,2.012686347
2002,Heidekreis,K03358,2.362524126
2003,Heidekreis,K03358,2.500794263
2004,Heidekreis,K03358,2.562155274
2005,Heidekreis,K03358,2.491112288
2006,Heidekreis,K03358,2.516487877
2007,Heidekreis,K03358,2.619934938
2008,Heidekreis,K03358,3.008678763
2009,Heidekreis,K03358,3.179725459
2010,Heidekreis,K03358,3.445482043
2011,Heidekreis,K03358,3.427946162
2012,Heidekreis,K03358,3.397617968
2013,Heidekreis,K03358,3.294035029
2014,Heidekreis,K03358,3.369571675
2015,Heidekreis,K03358,3.763692483
2016,Heidekreis,K03358,2.613049983
2017,Heidekreis,K03358,2.911234692
2018,Heidekreis,K03358,3.422621728
1970,Stade,K03359,3.92765651
1971,Stade,K03359,4.473166228
1972,Stade,K03359,4.995859154
1973,Stade,K03359,5.028335387
1974,Stade,K03359,5.170511562
1975,Stade,K03359,5.476029783
1976,Stade,K03359,5.533189978
1977,Stade,K03359,5.613917091
1978,Stade,K03359,5.124208012
1979,Stade,K03359,5.07316664
1980,Stade,K03359,4.857321717
1981,Stade,K03359,5.006918066
1982,Stade,K03359,5.069190951
1983,Stade,K03359,5.084111575
1984,Stade,K03359,5.015148651
1985,Stade,K03359,5.080035628
1986,Stade,K03359,5.165329086
1987,Stade,K03359,5.197091699
1988,Stade,K03359,5.107394447
1989,Stade,K03359,5.110889963
1990,Stade,K03359,5.148327009
1991,Stade,K03359,4.790241608
1992,Stade,K03359,4.906552797
1993,Stade,K03359,5.384294409
1994,Stade,K03359,5.795956404
1995,Stade,K03359,6.974616853
1996,Stade,K03359,7.784247017
1997,Stade,K03359,7.966337605
1998,Stade,K03359,8.519857018
1999,Stade,K03359,
2000,Stade,K03359,0.713409417
2001,Stade,K03359,0.875961765
2002,Stade,K03359,1.091068982
2003,Stade,K03359,1.414940133
2004,Stade,K03359,1.436522878
2005,Stade,K03359,1.269935938
2006,Stade,K03359,1.120500201
2007,Stade,K03359,1.143141153
2008,Stade,K03359,1.15203061
2009,Stade,K03359,1.17288906
2010,Stade,K03359,1.354931575
2011,Stade,K03359,1.571002648
2012,Stade,K03359,1.629045219
2013,Stade,K03359,1.629769195
2014,Stade,K03359,1.570499007
2015,Stade,K03359,1.682092895
2016,Stade,K03359,1.889545721
2017,Stade,K03359,1.548974446
2018,Stade,K03359,1.747202943
1970,Uelzen,K03360,2.249755461
1971,Uelzen,K03360,2.744678575
1972,Uelzen,K03360,3.357685936
1973,Uelzen,K03360,3.940985194
1974,Uelzen,K03360,4.146190681
1975,Uelzen,K03360,4.650870599
1976,Uelzen,K03360,5.048335124
1977,Uelzen,K03360,5.166569622
1978,Uelzen,K03360,5.292052081
1979,Uelzen,K03360,5.069257506
1980,Uelzen,K03360,5.074513273
1981,Uelzen,K03360,4.9164825
1982,Uelzen,K03360,5.096533006
1983,Uelzen,K03360,5.170114093
1984,Uelzen,K03360,5.137478936
1985,Uelzen,K03360,5.123829302
1986,Uelzen,K03360,5.108314421
1987,Uelzen,K03360,5.041572498
1988,Uelzen,K03360,5.073815155
1989,Uelzen,K03360,4.946281862
1990,Uelzen,K03360,4.87037743
1991,Uelzen,K03360,4.944692619
1992,Uelzen,K03360,2.664980061
1993,Uelzen,K03360,2.789840627
1994,Uelzen,K03360,3.124864654
1995,Uelzen,K03360,3.677606908
1996,Uelzen,K03360,4.828682179
1997,Uelzen,K03360,5.109669646
1998,Uelzen,K03360,5.481756232
1999,Uelzen,K03360,5.747958346
2000,Uelzen,K03360,
2001,Uelzen,K03360,1.139283265
2002,Uelzen,K03360,1.319274551
2003,Uelzen,K03360,1.674455603
2004,Uelzen,K03360,2.094532518
2005,Uelzen,K03360,2.239896278
2006,Uelzen,K03360,2.311850631
2007,Uelzen,K03360,2.317194377
2008,Uelzen,K03360,2.378659386
2009,Uelzen,K03360,2.55351696
2010,Uelzen,K03360,2.769132769
2011,Uelzen,K03360,2.996244538
2012,Uelzen,K03360,3.055665078
2013,Uelzen,K03360,3.007162465
2014,Uelzen,K03360,2.934434564
2015,Uelzen,K03360,2.76053432
2016,Uelzen,K03360,2.913059642
2017,Uelzen,K03360,3.1939217
2018,Uelzen,K03360,2.841434726
1970,Verden,K03361,3.125109576
1971,Verden,K03361,3.645043624
1972,Verden,K03361,4.16680825
1973,Verden,K03361,4.90529829
1974,Verden,K03361,5.815077584
1975,Verden,K03361,6.161944823
1976,Verden,K03361,6.489050518
1977,Verden,K03361,6.88091298
1978,Verden,K03361,6.913158424
1979,Verden,K03361,7.039997548
1980,Verden,K03361,6.274256145
1981,Verden,K03361,6.448198964
1982,Verden,K03361,6.436530643
1983,Verden,K03361,6.326103429
1984,Verden,K03361,6.271083752
1985,Verden,K03361,6.19352817
1986,Verden,K03361,6.036479552
1987,Verden,K03361,5.89630381
1988,Verden,K03361,5.814205203
1989,Verden,K03361,5.710676026
1990,Verden,K03361,5.651392633
1991,Verden,K03361,5.580223209
1992,Verden,K03361,5.596544898
1993,Verden,K03361,4.67575188
1994,Verden,K03361,4.774122259
1995,Verden,K03361,4.88830506
1996,Verden,K03361,5.232143527
1997,Verden,K03361,5.954175796
1998,Verden,K03361,6.961028253
1999,Verden,K03361,7.21941577
2000,Verden,K03361,7.4821627
2001,Verden,K03361,
2002,Verden,K03361,1.755073032
2003,Verden,K03361,1.989996248
2004,Verden,K03361,2.205105415
2005,Verden,K03361,2.586661645
2006,Verden,K03361,2.746974757
2007,Verden,K03361,2.709097617
2008,Verden,K03361,2.701173612
2009,Verden,K03361,2.722025434
2010,Verden,K03361,2.826614477
2011,Verden,K03361,3.052782257
2012,Verden,K03361,3.31156586
2013,Verden,K03361,3.438502363
2014,Verden,K03361,3.420049042
2015,Verden,K03361,3.364539881
2016,Verden,K03361,3.177047902
2017,Verden,K03361,3.275981418
2018,Verden,K03361,3.450737733
1970,Weser-Ems,K034,2.951582487
1971,Weser-Ems,K034,3.320861033
1972,Weser-Ems,K034,4.208825435
1973,Weser-Ems,K034,4.571574587
1974,Weser-Ems,K034,4.847464266
1975,Weser-Ems,K034,5.397143817
1976,Weser-Ems,K034,5.559224934
1977,Weser-Ems,K034,5.680966819
1978,Weser-Ems,K034,5.503940982
1979,Weser-Ems,K034,5.663194542
1980,Weser-Ems,K034,5.764065758
1981,Weser-Ems,K034,5.303509481
1982,Weser-Ems,K034,5.376754036
1983,Weser-Ems,K034,5.314824033
1984,Weser-Ems,K034,5.448958116
1985,Weser-Ems,K034,5.526191877
1986,Weser-Ems,K034,5.642721224
1987,Weser-Ems,K034,5.66022244
1988,Weser-Ems,K034,5.723504207
1989,Weser-Ems,K034,5.782377171
1990,Weser-Ems,K034,5.910514987
1991,Weser-Ems,K034,5.941227014
1992,Weser-Ems,K034,5.996483846
1993,Weser-Ems,K034,6.170925857
1994,Weser-Ems,K034,5.260720335
1995,Weser-Ems,K034,5.574961971
1996,Weser-Ems,K034,5.918298523
1997,Weser-Ems,K034,6.531342536
1998,Weser-Ems,K034,7.901165623
1999,Weser-Ems,K034,8.498277241
2000,Weser-Ems,K034,8.991689506
2001,Weser-Ems,K034,9.434161752
2002,Weser-Ems,K034,
2003,Weser-Ems,K034,2.85214401
2004,Weser-Ems,K034,3.353250691
2005,Weser-Ems,K034,3.860479383
2006,Weser-Ems,K034,4.334449891
2007,Weser-Ems,K034,4.789272031
2008,Weser-Ems,K034,4.793811549
2009,Weser-Ems,K034,4.607057441
2010,Weser-Ems,K034,4.677227999
2011,Weser-Ems,K034,5.042801773
2012,Weser-Ems,K034,5.597449404
2013,Weser-Ems,K034,6.209755424
2014,Weser-Ems,K034,6.442821173
2015,Weser-Ems,K034,6.458657912
2016,Weser-Ems,K034,6.285802107
2017,Weser-Ems,K034,5.470419267
2018,Weser-Ems,K034,5.563745641
1970,Delmenhorst.Stadt,K03401,5.814613115
1971,Delmenhorst.Stadt,K03401,5.796860956
1972,Delmenhorst.Stadt,K03401,6.244084443
1973,Delmenhorst.Stadt,K03401,6.601210491
1974,Delmenhorst.Stadt,K03401,6.869893818
1975,Delmenhorst.Stadt,K03401,7.397949109
1976,Delmenhorst.Stadt,K03401,8.247449511
1977,Delmenhorst.Stadt,K03401,8.375795765
1978,Delmenhorst.Stadt,K03401,9.077138346
1979,Delmenhorst.Stadt,K03401,9.582491755
1980,Delmenhorst.Stadt,K03401,10.04115647
1981,Delmenhorst.Stadt,K03401,10.56209754
1982,Delmenhorst.Stadt,K03401,9.034743046
1983,Delmenhorst.Stadt,K03401,9.068566896
1984,Delmenhorst.Stadt,K03401,8.93090131
1985,Delmenhorst.Stadt,K03401,9.038592628
1986,Delmenhorst.Stadt,K03401,9.041441584
1987,Delmenhorst.Stadt,K03401,9.070091859
1988,Delmenhorst.Stadt,K03401,8.975740531
1989,Delmenhorst.Stadt,K03401,8.929606407
1990,Delmenhorst.Stadt,K03401,8.657727031
1991,Delmenhorst.Stadt,K03401,8.462101551
1992,Delmenhorst.Stadt,K03401,8.40925205
1993,Delmenhorst.Stadt,K03401,8.331543912
1994,Delmenhorst.Stadt,K03401,8.335014322
1995,Delmenhorst.Stadt,K03401,7.293768061
1996,Delmenhorst.Stadt,K03401,7.734956786
1997,Delmenhorst.Stadt,K03401,8.380597418
1998,Delmenhorst.Stadt,K03401,9.500828833
1999,Delmenhorst.Stadt,K03401,11.58235394
2000,Delmenhorst.Stadt,K03401,13.27276267
2001,Delmenhorst.Stadt,K03401,14.63732408
2002,Delmenhorst.Stadt,K03401,15.47154252
2003,Delmenhorst.Stadt,K03401,
2004,Delmenhorst.Stadt,K03401,2.524974883
2005,Delmenhorst.Stadt,K03401,3.46256014
2006,Delmenhorst.Stadt,K03401,2.850503195
2007,Delmenhorst.Stadt,K03401,3.017233331
2008,Delmenhorst.Stadt,K03401,3.420452227
2009,Delmenhorst.Stadt,K03401,3.234969818
2010,Delmenhorst.Stadt,K03401,3.456411025
2011,Delmenhorst.Stadt,K03401,3.320010558
2012,Delmenhorst.Stadt,K03401,3.390804598
2013,Delmenhorst.Stadt,K03401,3.617726277
2014,Delmenhorst.Stadt,K03401,3.868245223
2015,Delmenhorst.Stadt,K03401,4.125026996
2016,Delmenhorst.Stadt,K03401,4.270853778
2017,Delmenhorst.Stadt,K03401,4.231731091
2018,Delmenhorst.Stadt,K03401,3.943066741
1970,Emden.Stadt,K03402,3.725395484
1971,Emden.Stadt,K03402,3.975220453
1972,Emden.Stadt,K03402,3.125687871
1973,Emden.Stadt,K03402,3.359235387
1974,Emden.Stadt,K03402,3.585546017
1975,Emden.Stadt,K03402,3.924312605
1976,Emden.Stadt,K03402,4.279592196
1977,Emden.Stadt,K03402,5.094013814
1978,Emden.Stadt,K03402,5.502144936
1979,Emden.Stadt,K03402,5.543866422
1980,Emden.Stadt,K03402,5.708023817
1981,Emden.Stadt,K03402,5.939382164
1982,Emden.Stadt,K03402,6.258487565
1983,Emden.Stadt,K03402,6.044938579
1984,Emden.Stadt,K03402,6.306059836
1985,Emden.Stadt,K03402,6.220198968
1986,Emden.Stadt,K03402,6.525349223
1987,Emden.Stadt,K03402,6.630834843
1988,Emden.Stadt,K03402,6.739236077
1989,Emden.Stadt,K03402,7.05051287
1990,Emden.Stadt,K03402,7.120886774
1991,Emden.Stadt,K03402,7.089018592
1992,Emden.Stadt,K03402,7.063851181
1993,Emden.Stadt,K03402,6.791823436
1994,Emden.Stadt,K03402,6.466895422
1995,Emden.Stadt,K03402,6.594854309
1996,Emden.Stadt,K03402,4.293050875
1997,Emden.Stadt,K03402,4.862213825
1998,Emden.Stadt,K03402,5.541273348
1999,Emden.Stadt,K03402,6.375959693
2000,Emden.Stadt,K03402,7.860890835
2001,Emden.Stadt,K03402,8.744998613
2002,Emden.Stadt,K03402,9.706167131
2003,Emden.Stadt,K03402,9.911345752
2004,Emden.Stadt,K03402,
2005,Emden.Stadt,K03402,1.314349135
2006,Emden.Stadt,K03402,1.544807751
2007,Emden.Stadt,K03402,1.809781671
2008,Emden.Stadt,K03402,2.228499452
2009,Emden.Stadt,K03402,2.445635985
2010,Emden.Stadt,K03402,2.480216174
2011,Emden.Stadt,K03402,2.546597232
2012,Emden.Stadt,K03402,2.639581108
2013,Emden.Stadt,K03402,2.853115475
2014,Emden.Stadt,K03402,3.236752231
2015,Emden.Stadt,K03402,3.674212512
2016,Emden.Stadt,K03402,3.869203088
2017,Emden.Stadt,K03402,3.938703965
2018,Emden.Stadt,K03402,3.972742711
1970,Oldenburg(Oldb).Stadt,K03403,3.898345478
1971,Oldenburg(Oldb).Stadt,K03403,4.335137239
1972,Oldenburg(Oldb).Stadt,K03403,4.558510944
1973,Oldenburg(Oldb).Stadt,K03403,3.753419973
1974,Oldenburg(Oldb).Stadt,K03403,4.207834641
1975,Oldenburg(Oldb).Stadt,K03403,4.543952529
1976,Oldenburg(Oldb).Stadt,K03403,4.379903725
1977,Oldenburg(Oldb).Stadt,K03403,4.466764489
1978,Oldenburg(Oldb).Stadt,K03403,4.64527027
1979,Oldenburg(Oldb).Stadt,K03403,4.874713103
1980,Oldenburg(Oldb).Stadt,K03403,5.930884288
1981,Oldenburg(Oldb).Stadt,K03403,6.559564545
1982,Oldenburg(Oldb).Stadt,K03403,6.94947856
1983,Oldenburg(Oldb).Stadt,K03403,7.31448372
1984,Oldenburg(Oldb).Stadt,K03403,7.103191317
1985,Oldenburg(Oldb).Stadt,K03403,7.105920519
1986,Oldenburg(Oldb).Stadt,K03403,7.223958872
1987,Oldenburg(Oldb).Stadt,K03403,7.465941453
1988,Oldenburg(Oldb).Stadt,K03403,7.983510865
1989,Oldenburg(Oldb).Stadt,K03403,7.878615637
1990,Oldenburg(Oldb).Stadt,K03403,7.432099701
1991,Oldenburg(Oldb).Stadt,K03403,7.541386813
1992,Oldenburg(Oldb).Stadt,K03403,7.459449264
1993,Oldenburg(Oldb).Stadt,K03403,7.564410296
1994,Oldenburg(Oldb).Stadt,K03403,7.384623064
1995,Oldenburg(Oldb).Stadt,K03403,7.251416316
1996,Oldenburg(Oldb).Stadt,K03403,7.37052407
1997,Oldenburg(Oldb).Stadt,K03403,5.584441936
1998,Oldenburg(Oldb).Stadt,K03403,5.982679726
1999,Oldenburg(Oldb).Stadt,K03403,6.275922561
2000,Oldenburg(Oldb).Stadt,K03403,6.650425401
2001,Oldenburg(Oldb).Stadt,K03403,7.918574132
2002,Oldenburg(Oldb).Stadt,K03403,8.677758266
2003,Oldenburg(Oldb).Stadt,K03403,9.30746165
2004,Oldenburg(Oldb).Stadt,K03403,9.798466203
2005,Oldenburg(Oldb).Stadt,K03403,
2006,Oldenburg(Oldb).Stadt,K03403,4.168922251
2007,Oldenburg(Oldb).Stadt,K03403,4.391663038
2008,Oldenburg(Oldb).Stadt,K03403,4.630358025
2009,Oldenburg(Oldb).Stadt,K03403,5.661987456
2010,Oldenburg(Oldb).Stadt,K03403,6.348595379
2011,Oldenburg(Oldb).Stadt,K03403,6.072208374
2012,Oldenburg(Oldb).Stadt,K03403,6.260530947
2013,Oldenburg(Oldb).Stadt,K03403,6.585283274
2014,Oldenburg(Oldb).Stadt,K03403,6.796391185
2015,Oldenburg(Oldb).Stadt,K03403,7.433449257
2016,Oldenburg(Oldb).Stadt,K03403,7.888566218
2017,Oldenburg(Oldb).Stadt,K03403,8.326813102
2018,Oldenburg(Oldb).Stadt,K03403,8.164386362
1970,Osnabrück.Stadt,K03404,7.964175964
1971,Osnabrück.Stadt,K03404,7.392552755
1972,Osnabrück.Stadt,K03404,7.521442279
1973,Osnabrück.Stadt,K03404,7.782748934
1974,Osnabrück.Stadt,K03404,7.281742752
1975,Osnabrück.Stadt,K03404,8.839282249
1976,Osnabrück.Stadt,K03404,19.26765313
1977,Osnabrück.Stadt,K03404,26.13196215
1978,Osnabrück.Stadt,K03404,25.92298796
1979,Osnabrück.Stadt,K03404,26.46295486
1980,Osnabrück.Stadt,K03404,26.75781482
1981,Osnabrück.Stadt,K03404,27.12168997
1982,Osnabrück.Stadt,K03404,9.187631214
1983,Osnabrück.Stadt,K03404,9.519142273
1984,Osnabrück.Stadt,K03404,9.798203453
1985,Osnabrück.Stadt,K03404,8.962809242
1986,Osnabrück.Stadt,K03404,8.979634008
1987,Osnabrück.Stadt,K03404,8.744614597
1988,Osnabrück.Stadt,K03404,8.666524559
1989,Osnabrück.Stadt,K03404,8.737185603
1990,Osnabrück.Stadt,K03404,8.877033779
1991,Osnabrück.Stadt,K03404,8.710004924
1992,Osnabrück.Stadt,K03404,8.554824374
1993,Osnabrück.Stadt,K03404,8.267083793
1994,Osnabrück.Stadt,K03404,8.206545097
1995,Osnabrück.Stadt,K03404,8.154403929
1996,Osnabrück.Stadt,K03404,8.001761317
1997,Osnabrück.Stadt,K03404,8.051474844
1998,Osnabrück.Stadt,K03404,8.665290299
1999,Osnabrück.Stadt,K03404,9.048674699
2000,Osnabrück.Stadt,K03404,9.361865464
2001,Osnabrück.Stadt,K03404,9.91605958
2002,Osnabrück.Stadt,K03404,11.3384605
2003,Osnabrück.Stadt,K03404,12.30755165
2004,Osnabrück.Stadt,K03404,12.71125604
2005,Osnabrück.Stadt,K03404,13.04477141
2006,Osnabrück.Stadt,K03404,
2007,Osnabrück.Stadt,K03404,2.36147143
2008,Osnabrück.Stadt,K03404,2.813731007
2009,Osnabrück.Stadt,K03404,3.235793086
2010,Osnabrück.Stadt,K03404,3.696850582
2011,Osnabrück.Stadt,K03404,4.213283694
2012,Osnabrück.Stadt,K03404,4.281694499
2013,Osnabrück.Stadt,K03404,4.253015926
2014,Osnabrück.Stadt,K03404,4.212143898
2015,Osnabrück.Stadt,K03404,4.250708951
2016,Osnabrück.Stadt,K03404,4.688914368
2017,Osnabrück.Stadt,K03404,5.181900635
2018,Osnabrück.Stadt,K03404,5.127739069
1970,Wilhelmshaven.Stadt,K03405,5.247343054
1971,Wilhelmshaven.Stadt,K03405,5.21477976
1972,Wilhelmshaven.Stadt,K03405,5.006410585
1973,Wilhelmshaven.Stadt,K03405,4.967039866
1974,Wilhelmshaven.Stadt,K03405,4.979135053
1975,Wilhelmshaven.Stadt,K03405,3.536477849
1976,Wilhelmshaven.Stadt,K03405,3.799003248
1977,Wilhelmshaven.Stadt,K03405,4.256476885
1978,Wilhelmshaven.Stadt,K03405,4.570400062
1979,Wilhelmshaven.Stadt,K03405,4.942456856
1980,Wilhelmshaven.Stadt,K03405,5.5197702
1981,Wilhelmshaven.Stadt,K03405,5.837696335
1982,Wilhelmshaven.Stadt,K03405,6.158062041
1983,Wilhelmshaven.Stadt,K03405,6.323138518
1984,Wilhelmshaven.Stadt,K03405,6.530958439
1985,Wilhelmshaven.Stadt,K03405,6.578976953
1986,Wilhelmshaven.Stadt,K03405,5.853407923
1987,Wilhelmshaven.Stadt,K03405,5.961620765
1988,Wilhelmshaven.Stadt,K03405,5.652678603
1989,Wilhelmshaven.Stadt,K03405,5.636868485
1990,Wilhelmshaven.Stadt,K03405,5.468962018
1991,Wilhelmshaven.Stadt,K03405,5.580119642
1992,Wilhelmshaven.Stadt,K03405,5.348439097
1993,Wilhelmshaven.Stadt,K03405,5.235063194
1994,Wilhelmshaven.Stadt,K03405,5.10646521
1995,Wilhelmshaven.Stadt,K03405,5.352102394
1996,Wilhelmshaven.Stadt,K03405,5.322376583
1997,Wilhelmshaven.Stadt,K03405,5.530152705
1998,Wilhelmshaven.Stadt,K03405,6.160543013
1999,Wilhelmshaven.Stadt,K03405,4.198840444
2000,Wilhelmshaven.Stadt,K03405,4.244562022
2001,Wilhelmshaven.Stadt,K03405,4.09095711
2002,Wilhelmshaven.Stadt,K03405,4.517171075
2003,Wilhelmshaven.Stadt,K03405,6.050398053
2004,Wilhelmshaven.Stadt,K03405,7.224314642
2005,Wilhelmshaven.Stadt,K03405,8.491011059
2006,Wilhelmshaven.Stadt,K03405,9.251684627
2007,Wilhelmshaven.Stadt,K03405,
2008,Wilhelmshaven.Stadt,K03405,0.886033223
2009,Wilhelmshaven.Stadt,K03405,1.064754713
2010,Wilhelmshaven.Stadt,K03405,1.236239477
2011,Wilhelmshaven.Stadt,K03405,1.410665611
2012,Wilhelmshaven.Stadt,K03405,1.298476654
2013,Wilhelmshaven.Stadt,K03405,1.279080439
2014,Wilhelmshaven.Stadt,K03405,1.296313217
2015,Wilhelmshaven.Stadt,K03405,1.209837591
2016,Wilhelmshaven.Stadt,K03405,1.26979115
2017,Wilhelmshaven.Stadt,K03405,1.369341955
2018,Wilhelmshaven.Stadt,K03405,1.526397173
1970,Ammerland,K03451,1.546199702
1971,Ammerland,K03451,1.556572923
1972,Ammerland,K03451,1.531109811
1973,Ammerland,K03451,1.55221123
1974,Ammerland,K03451,1.705834511
1975,Ammerland,K03451,2.030613439
1976,Ammerland,K03451,1.838894104
1977,Ammerland,K03451,1.986065678
1978,Ammerland,K03451,2.299939974
1979,Ammerland,K03451,2.715610366
1980,Ammerland,K03451,2.916556075
1981,Ammerland,K03451,3.48868683
1982,Ammerland,K03451,3.356176593
1983,Ammerland,K03451,3.440268509
1984,Ammerland,K03451,3.641064727
1985,Ammerland,K03451,3.744212191
1986,Ammerland,K03451,3.727691962
1987,Ammerland,K03451,3.532908076
1988,Ammerland,K03451,3.552960953
1989,Ammerland,K03451,3.444193403
1990,Ammerland,K03451,3.48411522
1991,Ammerland,K03451,3.545297091
1992,Ammerland,K03451,3.568684293
1993,Ammerland,K03451,3.448635132
1994,Ammerland,K03451,3.438575903
1995,Ammerland,K03451,3.445200899
1996,Ammerland,K03451,3.450927453
1997,Ammerland,K03451,3.416679476
1998,Ammerland,K03451,3.466732473
1999,Ammerland,K03451,3.506660791
2000,Ammerland,K03451,2.900356928
2001,Ammerland,K03451,3.151347382
2002,Ammerland,K03451,3.282715686
2003,Ammerland,K03451,3.64668896
2004,Ammerland,K03451,4.486350723
2005,Ammerland,K03451,5.317120083
2006,Ammerland,K03451,5.634761747
2007,Ammerland,K03451,5.965132867
2008,Ammerland,K03451,
2009,Ammerland,K03451,0.485945629
2010,Ammerland,K03451,0.490850643
2011,Ammerland,K03451,0.578773394
2012,Ammerland,K03451,0.628064569
2013,Ammerland,K03451,0.707846004
2014,Ammerland,K03451,0.71114677
2015,Ammerland,K03451,0.6989231
2016,Ammerland,K03451,0.740512188
2017,Ammerland,K03451,0.811281946
2018,Ammerland,K03451,0.870166161
1970,Aurich,K03452,0.934763651
1971,Aurich,K03452,1.054348667
1972,Aurich,K03452,1.060888346
1973,Aurich,K03452,1.067443275
1974,Aurich,K03452,0.990093171
1975,Aurich,K03452,0.876390029
1976,Aurich,K03452,0.92356782
1977,Aurich,K03452,1.036448231
