Year,Gebietseinheit,sex,GeoCode,Value
2010,Heidekreis,,K03358,5915
2010,Heidekreis,maennlich,K03358,3028
2010,Heidekreis,weiblich,K03358,2887
2011,Heidekreis,,K03358,5996
2011,Heidekreis,maennlich,K03358,3049
2011,Heidekreis,weiblich,K03358,2947
2012,Heidekreis,,K03358,6350
2012,Heidekreis,maennlich,K03358,3319
2012,Heidekreis,weiblich,K03358,3031
2013,Heidekreis,,K03358,7260
2013,Heidekreis,maennlich,K03358,3869
2013,Heidekreis,weiblich,K03358,3391
2014,Heidekreis,,K03358,7825
2014,Heidekreis,maennlich,K03358,4206
2014,Heidekreis,weiblich,K03358,3619
2015,Heidekreis,,K03358,9386
2015,Heidekreis,maennlich,K03358,5132
2015,Heidekreis,weiblich,K03358,4254
2016,Heidekreis,,K03358,11140
2016,Heidekreis,maennlich,K03358,6250
2016,Heidekreis,weiblich,K03358,4890
2017,Heidekreis,,K03358,10920
2017,Heidekreis,maennlich,K03358,6045
2017,Heidekreis,weiblich,K03358,4880
2018,Heidekreis,,K03358,11545
2018,Heidekreis,maennlich,K03358,6385
2018,Heidekreis,weiblich,K03358,5160
1978,Stade,,K03359,3511
1978,Stade,maennlich,K03359,2194
1978,Stade,weiblich,K03359,1317
1979,Stade,,K03359,3864
1979,Stade,maennlich,K03359,2434
1979,Stade,weiblich,K03359,1430
1980,Stade,,K03359,4112
1980,Stade,maennlich,K03359,2530
1980,Stade,weiblich,K03359,1582
1981,Stade,,K03359,4533
1981,Stade,maennlich,K03359,2756
1981,Stade,weiblich,K03359,1777
1982,Stade,,K03359,4628
1982,Stade,maennlich,K03359,2808
1982,Stade,weiblich,K03359,1820
1983,Stade,,K03359,4535
1983,Stade,maennlich,K03359,2692
1983,Stade,weiblich,K03359,1843
1984,Stade,,K03359,4372
1984,Stade,maennlich,K03359,2582
1984,Stade,weiblich,K03359,1790
1985,Stade,,K03359,4399
1985,Stade,maennlich,K03359,2602
1985,Stade,weiblich,K03359,1797
1986,Stade,,K03359,4561
1986,Stade,maennlich,K03359,2685
1986,Stade,weiblich,K03359,1876
1987,Stade,,K03359,4720
1987,Stade,maennlich,K03359,2732
1987,Stade,weiblich,K03359,1988
1990,Stade,,K03359,6061
1990,Stade,maennlich,K03359,3596
1990,Stade,weiblich,K03359,2465
1991,Stade,,K03359,6717
1991,Stade,maennlich,K03359,4060
1991,Stade,weiblich,K03359,2657
1992,Stade,,K03359,7980
1992,Stade,maennlich,K03359,4881
1992,Stade,weiblich,K03359,3099
1993,Stade,,K03359,8471
1993,Stade,maennlich,K03359,5070
1993,Stade,weiblich,K03359,3401
1994,Stade,,K03359,8689
1994,Stade,maennlich,K03359,5038
1994,Stade,weiblich,K03359,3651
1995,Stade,,K03359,9298
1995,Stade,maennlich,K03359,5469
1995,Stade,weiblich,K03359,3829
1996,Stade,,K03359,9358
1996,Stade,maennlich,K03359,5395
1996,Stade,weiblich,K03359,3963
1997,Stade,,K03359,8940
1997,Stade,maennlich,K03359,5034
1997,Stade,weiblich,K03359,3906
1998,Stade,,K03359,8386
1998,Stade,maennlich,K03359,4673
1998,Stade,weiblich,K03359,3713
1999,Stade,,K03359,8255
1999,Stade,maennlich,K03359,4543
1999,Stade,weiblich,K03359,3712
2000,Stade,,K03359,7907
2000,Stade,maennlich,K03359,4275
2000,Stade,weiblich,K03359,3632
2001,Stade,,K03359,8106
2001,Stade,maennlich,K03359,4369
2001,Stade,weiblich,K03359,3737
2002,Stade,,K03359,8212
2002,Stade,maennlich,K03359,4386
2002,Stade,weiblich,K03359,3826
2003,Stade,,K03359,8218
2003,Stade,maennlich,K03359,4372
2003,Stade,weiblich,K03359,3846
2004,Stade,,K03359,8019
2004,Stade,maennlich,K03359,4192
2004,Stade,weiblich,K03359,3827
2005,Stade,,K03359,8004
2005,Stade,maennlich,K03359,4138
2005,Stade,weiblich,K03359,3866
2006,Stade,,K03359,7920
2006,Stade,maennlich,K03359,4087
2006,Stade,weiblich,K03359,3833
2007,Stade,,K03359,7999
2007,Stade,maennlich,K03359,4131
2007,Stade,weiblich,K03359,3868
2008,Stade,,K03359,8070
2008,Stade,maennlich,K03359,4206
2008,Stade,weiblich,K03359,3864
2009,Stade,,K03359,8139
2009,Stade,maennlich,K03359,4219
2009,Stade,weiblich,K03359,3920
2010,Stade,,K03359,8248
2010,Stade,maennlich,K03359,4325
2010,Stade,weiblich,K03359,3923
2011,Stade,,K03359,8854
2011,Stade,maennlich,K03359,4729
2011,Stade,weiblich,K03359,4125
2012,Stade,,K03359,9454
2012,Stade,maennlich,K03359,5153
2012,Stade,weiblich,K03359,4301
2013,Stade,,K03359,10570
2013,Stade,maennlich,K03359,5970
2013,Stade,weiblich,K03359,4600
2014,Stade,,K03359,11524
2014,Stade,maennlich,K03359,6493
2014,Stade,weiblich,K03359,5031
2015,Stade,,K03359,14684
2015,Stade,maennlich,K03359,8617
2015,Stade,weiblich,K03359,6067
2016,Stade,,K03359,16345
2016,Stade,maennlich,K03359,9505
2016,Stade,weiblich,K03359,6840
2017,Stade,,K03359,17280
2017,Stade,maennlich,K03359,9930
2017,Stade,weiblich,K03359,7350
2018,Stade,,K03359,18555
2018,Stade,maennlich,K03359,10605
2018,Stade,weiblich,K03359,7950
1978,Uelzen,,K03360,1073
1978,Uelzen,maennlich,K03360,593
1978,Uelzen,weiblich,K03360,480
1979,Uelzen,,K03360,1061
1979,Uelzen,maennlich,K03360,593
1979,Uelzen,weiblich,K03360,468
1980,Uelzen,,K03360,1099
1980,Uelzen,maennlich,K03360,617
1980,Uelzen,weiblich,K03360,482
1981,Uelzen,,K03360,1274
1981,Uelzen,maennlich,K03360,750
1981,Uelzen,weiblich,K03360,524
1982,Uelzen,,K03360,1289
1982,Uelzen,maennlich,K03360,730
1982,Uelzen,weiblich,K03360,559
1983,Uelzen,,K03360,1288
1983,Uelzen,maennlich,K03360,713
1983,Uelzen,weiblich,K03360,575
1984,Uelzen,,K03360,1214
1984,Uelzen,maennlich,K03360,653
1984,Uelzen,weiblich,K03360,561
1985,Uelzen,,K03360,1312
1985,Uelzen,maennlich,K03360,713
1985,Uelzen,weiblich,K03360,599
1986,Uelzen,,K03360,1410
1986,Uelzen,maennlich,K03360,761
1986,Uelzen,weiblich,K03360,649
1987,Uelzen,,K03360,1498
1987,Uelzen,maennlich,K03360,795
1987,Uelzen,weiblich,K03360,703
1990,Uelzen,,K03360,2093
1990,Uelzen,maennlich,K03360,1168
1990,Uelzen,weiblich,K03360,925
1991,Uelzen,,K03360,2366
1991,Uelzen,maennlich,K03360,1337
1991,Uelzen,weiblich,K03360,1029
1992,Uelzen,,K03360,2915
1992,Uelzen,maennlich,K03360,1665
1992,Uelzen,weiblich,K03360,1250
1993,Uelzen,,K03360,2969
1993,Uelzen,maennlich,K03360,1686
1993,Uelzen,weiblich,K03360,1283
1994,Uelzen,,K03360,3020
1994,Uelzen,maennlich,K03360,1678
1994,Uelzen,weiblich,K03360,1342
1995,Uelzen,,K03360,3026
1995,Uelzen,maennlich,K03360,1682
1995,Uelzen,weiblich,K03360,1344
1996,Uelzen,,K03360,3002
1996,Uelzen,maennlich,K03360,1622
1996,Uelzen,weiblich,K03360,1380
1997,Uelzen,,K03360,2919
1997,Uelzen,maennlich,K03360,1547
1997,Uelzen,weiblich,K03360,1372
1998,Uelzen,,K03360,2811
1998,Uelzen,maennlich,K03360,1508
1998,Uelzen,weiblich,K03360,1303
1999,Uelzen,,K03360,2767
1999,Uelzen,maennlich,K03360,1464
1999,Uelzen,weiblich,K03360,1303
2000,Uelzen,,K03360,2647
2000,Uelzen,maennlich,K03360,1363
2000,Uelzen,weiblich,K03360,1284
2001,Uelzen,,K03360,2801
2001,Uelzen,maennlich,K03360,1497
2001,Uelzen,weiblich,K03360,1304
2002,Uelzen,,K03360,2918
2002,Uelzen,maennlich,K03360,1546
2002,Uelzen,weiblich,K03360,1372
2003,Uelzen,,K03360,2865
2003,Uelzen,maennlich,K03360,1473
2003,Uelzen,weiblich,K03360,1392
2004,Uelzen,,K03360,2825
2004,Uelzen,maennlich,K03360,1433
2004,Uelzen,weiblich,K03360,1392
2005,Uelzen,,K03360,2786
2005,Uelzen,maennlich,K03360,1399
2005,Uelzen,weiblich,K03360,1387
2006,Uelzen,,K03360,2742
2006,Uelzen,maennlich,K03360,1375
2006,Uelzen,weiblich,K03360,1367
2007,Uelzen,,K03360,2695
2007,Uelzen,maennlich,K03360,1352
2007,Uelzen,weiblich,K03360,1343
2008,Uelzen,,K03360,2550
2008,Uelzen,maennlich,K03360,1247
2008,Uelzen,weiblich,K03360,1303
2009,Uelzen,,K03360,2527
2009,Uelzen,maennlich,K03360,1244
2009,Uelzen,weiblich,K03360,1283
2010,Uelzen,,K03360,2555
2010,Uelzen,maennlich,K03360,1273
2010,Uelzen,weiblich,K03360,1282
2011,Uelzen,,K03360,2563
2011,Uelzen,maennlich,K03360,1260
2011,Uelzen,weiblich,K03360,1303
2012,Uelzen,,K03360,2634
2012,Uelzen,maennlich,K03360,1305
2012,Uelzen,weiblich,K03360,1329
2013,Uelzen,,K03360,3031
2013,Uelzen,maennlich,K03360,1552
2013,Uelzen,weiblich,K03360,1479
2014,Uelzen,,K03360,3588
2014,Uelzen,maennlich,K03360,1870
2014,Uelzen,weiblich,K03360,1718
2015,Uelzen,,K03360,4184
2015,Uelzen,maennlich,K03360,2224
2015,Uelzen,weiblich,K03360,1960
2016,Uelzen,,K03360,5020
2016,Uelzen,maennlich,K03360,2740
2016,Uelzen,weiblich,K03360,2280
2017,Uelzen,,K03360,5335
2017,Uelzen,maennlich,K03360,2885
2017,Uelzen,weiblich,K03360,2450
2018,Uelzen,,K03360,5605
2018,Uelzen,maennlich,K03360,3000
2018,Uelzen,weiblich,K03360,2605
1978,Verden,,K03361,2282
1978,Verden,maennlich,K03361,1300
1978,Verden,weiblich,K03361,982
1979,Verden,,K03361,2534
1979,Verden,maennlich,K03361,1458
1979,Verden,weiblich,K03361,1076
1980,Verden,,K03361,2775
1980,Verden,maennlich,K03361,1598
1980,Verden,weiblich,K03361,1177
1981,Verden,,K03361,2956
1981,Verden,maennlich,K03361,1692
1981,Verden,weiblich,K03361,1264
1982,Verden,,K03361,2933
1982,Verden,maennlich,K03361,1666
1982,Verden,weiblich,K03361,1267
1983,Verden,,K03361,2944
1983,Verden,maennlich,K03361,1662
1983,Verden,weiblich,K03361,1282
1984,Verden,,K03361,2771
1984,Verden,maennlich,K03361,1538
1984,Verden,weiblich,K03361,1233
1985,Verden,,K03361,2920
1985,Verden,maennlich,K03361,1629
1985,Verden,weiblich,K03361,1291
1986,Verden,,K03361,3181
1986,Verden,maennlich,K03361,1769
1986,Verden,weiblich,K03361,1412
1987,Verden,,K03361,3306
1987,Verden,maennlich,K03361,1817
1987,Verden,weiblich,K03361,1489
1990,Verden,,K03361,4216
1990,Verden,maennlich,K03361,2275
1990,Verden,weiblich,K03361,1941
1991,Verden,,K03361,4646
1991,Verden,maennlich,K03361,2531
1991,Verden,weiblich,K03361,2115
1992,Verden,,K03361,5634
1992,Verden,maennlich,K03361,3082
1992,Verden,weiblich,K03361,2552
1993,Verden,,K03361,6026
1993,Verden,maennlich,K03361,3303
1993,Verden,weiblich,K03361,2723
1994,Verden,,K03361,6390
1994,Verden,maennlich,K03361,3470
1994,Verden,weiblich,K03361,2920
1995,Verden,,K03361,6901
1995,Verden,maennlich,K03361,3718
1995,Verden,weiblich,K03361,3183
1996,Verden,,K03361,6839
1996,Verden,maennlich,K03361,3637
1996,Verden,weiblich,K03361,3202
1997,Verden,,K03361,6930
1997,Verden,maennlich,K03361,3662
1997,Verden,weiblich,K03361,3268
1998,Verden,,K03361,6948
1998,Verden,maennlich,K03361,3642
1998,Verden,weiblich,K03361,3306
1999,Verden,,K03361,7224
1999,Verden,maennlich,K03361,3813
1999,Verden,weiblich,K03361,3411
2000,Verden,,K03361,7163
2000,Verden,maennlich,K03361,3749
2000,Verden,weiblich,K03361,3414
2001,Verden,,K03361,7181
2001,Verden,maennlich,K03361,3758
2001,Verden,weiblich,K03361,3423
2002,Verden,,K03361,7096
2002,Verden,maennlich,K03361,3649
2002,Verden,weiblich,K03361,3447
2003,Verden,,K03361,7088
2003,Verden,maennlich,K03361,3640
2003,Verden,weiblich,K03361,3448
2004,Verden,,K03361,6866
2004,Verden,maennlich,K03361,3506
2004,Verden,weiblich,K03361,3360
2005,Verden,,K03361,6736
2005,Verden,maennlich,K03361,3389
2005,Verden,weiblich,K03361,3347
2006,Verden,,K03361,6710
2006,Verden,maennlich,K03361,3360
2006,Verden,weiblich,K03361,3350
2007,Verden,,K03361,6576
2007,Verden,maennlich,K03361,3258
2007,Verden,weiblich,K03361,3318
2008,Verden,,K03361,6545
2008,Verden,maennlich,K03361,3218
2008,Verden,weiblich,K03361,3327
2009,Verden,,K03361,6485
2009,Verden,maennlich,K03361,3162
2009,Verden,weiblich,K03361,3323
2010,Verden,,K03361,6525
2010,Verden,maennlich,K03361,3167
2010,Verden,weiblich,K03361,3358
2011,Verden,,K03361,6554
2011,Verden,maennlich,K03361,3199
2011,Verden,weiblich,K03361,3355
2012,Verden,,K03361,6669
2012,Verden,maennlich,K03361,3281
2012,Verden,weiblich,K03361,3388
2013,Verden,,K03361,7060
2013,Verden,maennlich,K03361,3539
2013,Verden,weiblich,K03361,3521
2014,Verden,,K03361,7644
2014,Verden,maennlich,K03361,3930
2014,Verden,weiblich,K03361,3714
2015,Verden,,K03361,9177
2015,Verden,maennlich,K03361,5031
2015,Verden,weiblich,K03361,4146
2016,Verden,,K03361,10055
2016,Verden,maennlich,K03361,5605
2016,Verden,weiblich,K03361,4450
2017,Verden,,K03361,10510
2017,Verden,maennlich,K03361,5840
2017,Verden,weiblich,K03361,4670
2018,Verden,,K03361,10975
2018,Verden,maennlich,K03361,6030
2018,Verden,weiblich,K03361,4945
1978,Statistische Region Weser-Ems,,3,56485
1978,Statistische Region Weser-Ems,maennlich,3,32119
1978,Statistische Region Weser-Ems,weiblich,3,24366
1979,Statistische Region Weser-Ems,,3,59673
1979,Statistische Region Weser-Ems,maennlich,3,34087
1979,Statistische Region Weser-Ems,weiblich,3,25586
1980,Statistische Region Weser-Ems,,3,65561
1980,Statistische Region Weser-Ems,maennlich,3,37952
1980,Statistische Region Weser-Ems,weiblich,3,27609
1981,Statistische Region Weser-Ems,,3,68607
1981,Statistische Region Weser-Ems,maennlich,3,39626
1981,Statistische Region Weser-Ems,weiblich,3,28981
1982,Statistische Region Weser-Ems,,3,69225
1982,Statistische Region Weser-Ems,maennlich,3,39780
1982,Statistische Region Weser-Ems,weiblich,3,29445
1983,Statistische Region Weser-Ems,,3,66867
1983,Statistische Region Weser-Ems,maennlich,3,38096
1983,Statistische Region Weser-Ems,weiblich,3,28771
1984,Statistische Region Weser-Ems,,3,62823
1984,Statistische Region Weser-Ems,maennlich,3,35649
1984,Statistische Region Weser-Ems,weiblich,3,27174
1985,Statistische Region Weser-Ems,,3,62667
1985,Statistische Region Weser-Ems,maennlich,3,35668
1985,Statistische Region Weser-Ems,weiblich,3,26999
1986,Statistische Region Weser-Ems,,3,65717
1986,Statistische Region Weser-Ems,maennlich,3,37604
1986,Statistische Region Weser-Ems,weiblich,3,28113
1987,Statistische Region Weser-Ems,,3,66351
1987,Statistische Region Weser-Ems,maennlich,3,37648
1987,Statistische Region Weser-Ems,weiblich,3,28703
1990,Statistische Region Weser-Ems,,3,76688
1990,Statistische Region Weser-Ems,maennlich,3,43073
1990,Statistische Region Weser-Ems,weiblich,3,33615
1991,Statistische Region Weser-Ems,,3,83040
1991,Statistische Region Weser-Ems,maennlich,3,47047
1991,Statistische Region Weser-Ems,weiblich,3,35993
1992,Statistische Region Weser-Ems,,3,101614
1992,Statistische Region Weser-Ems,maennlich,3,58439
1992,Statistische Region Weser-Ems,weiblich,3,43175
1993,Statistische Region Weser-Ems,,3,102262
1993,Statistische Region Weser-Ems,maennlich,3,57663
1993,Statistische Region Weser-Ems,weiblich,3,44599
1994,Statistische Region Weser-Ems,,3,105558
1994,Statistische Region Weser-Ems,maennlich,3,58870
1994,Statistische Region Weser-Ems,weiblich,3,46688
1995,Statistische Region Weser-Ems,,3,111722
1995,Statistische Region Weser-Ems,maennlich,3,62194
1995,Statistische Region Weser-Ems,weiblich,3,49528
1996,Statistische Region Weser-Ems,,3,114997
1996,Statistische Region Weser-Ems,maennlich,3,63567
1996,Statistische Region Weser-Ems,weiblich,3,51430
1997,Statistische Region Weser-Ems,,3,116428
1997,Statistische Region Weser-Ems,maennlich,3,64248
1997,Statistische Region Weser-Ems,weiblich,3,52180
1998,Statistische Region Weser-Ems,,3,115612
1998,Statistische Region Weser-Ems,maennlich,3,63566
1998,Statistische Region Weser-Ems,weiblich,3,52046
1999,Statistische Region Weser-Ems,,3,117480
1999,Statistische Region Weser-Ems,maennlich,3,64176
1999,Statistische Region Weser-Ems,weiblich,3,53304
2000,Statistische Region Weser-Ems,,3,115928
2000,Statistische Region Weser-Ems,maennlich,3,62943
2000,Statistische Region Weser-Ems,weiblich,3,52985
2001,Statistische Region Weser-Ems,,3,119424
2001,Statistische Region Weser-Ems,maennlich,3,64591
2001,Statistische Region Weser-Ems,weiblich,3,54833
2002,Statistische Region Weser-Ems,,3,121192
2002,Statistische Region Weser-Ems,maennlich,3,65371
2002,Statistische Region Weser-Ems,weiblich,3,55821
2003,Statistische Region Weser-Ems,,3,122629
2003,Statistische Region Weser-Ems,maennlich,3,65752
2003,Statistische Region Weser-Ems,weiblich,3,56877
2004,Statistische Region Weser-Ems,,3,122663
2004,Statistische Region Weser-Ems,maennlich,3,65411
2004,Statistische Region Weser-Ems,weiblich,3,57252
2005,Statistische Region Weser-Ems,,3,124593
2005,Statistische Region Weser-Ems,maennlich,3,66150
2005,Statistische Region Weser-Ems,weiblich,3,58443
2006,Statistische Region Weser-Ems,,3,126626
2006,Statistische Region Weser-Ems,maennlich,3,67662
2006,Statistische Region Weser-Ems,weiblich,3,58964
2007,Statistische Region Weser-Ems,,3,129389
2007,Statistische Region Weser-Ems,maennlich,3,69280
2007,Statistische Region Weser-Ems,weiblich,3,60109
2008,Statistische Region Weser-Ems,,3,130858
2008,Statistische Region Weser-Ems,maennlich,3,69978
2008,Statistische Region Weser-Ems,weiblich,3,60880
2009,Statistische Region Weser-Ems,,3,132319
2009,Statistische Region Weser-Ems,maennlich,3,70553
2009,Statistische Region Weser-Ems,weiblich,3,61766
2010,Statistische Region Weser-Ems,,3,136335
2010,Statistische Region Weser-Ems,maennlich,3,73531
2010,Statistische Region Weser-Ems,weiblich,3,62804
2011,Statistische Region Weser-Ems,,3,142571
2011,Statistische Region Weser-Ems,maennlich,3,77170
2011,Statistische Region Weser-Ems,weiblich,3,65401
2012,Statistische Region Weser-Ems,,3,152042
2012,Statistische Region Weser-Ems,maennlich,3,83317
2012,Statistische Region Weser-Ems,weiblich,3,68725
2013,Statistische Region Weser-Ems,,3,161729
2013,Statistische Region Weser-Ems,maennlich,3,88811
2013,Statistische Region Weser-Ems,weiblich,3,72918
2014,Statistische Region Weser-Ems,,3,177691
2014,Statistische Region Weser-Ems,maennlich,3,98247
2014,Statistische Region Weser-Ems,weiblich,3,79444
2015,Statistische Region Weser-Ems,,3,207956
2015,Statistische Region Weser-Ems,maennlich,3,116932
2015,Statistische Region Weser-Ems,weiblich,3,91024
2016,Statistische Region Weser-Ems,,3,236470
2016,Statistische Region Weser-Ems,maennlich,3,134000
2016,Statistische Region Weser-Ems,weiblich,3,102475
2017,Statistische Region Weser-Ems,,3,247925
2017,Statistische Region Weser-Ems,maennlich,3,139865
2017,Statistische Region Weser-Ems,weiblich,3,108060
2018,Statistische Region Weser-Ems,,3,260205
2018,Statistische Region Weser-Ems,maennlich,3,146255
2018,Statistische Region Weser-Ems,weiblich,3,113950
1978,Delmenhorst-Stadt,,K03401,4247
1978,Delmenhorst-Stadt,maennlich,K03401,2271
1978,Delmenhorst-Stadt,weiblich,K03401,1976
1979,Delmenhorst-Stadt,,K03401,4520
1979,Delmenhorst-Stadt,maennlich,K03401,2424
1979,Delmenhorst-Stadt,weiblich,K03401,2096
1980,Delmenhorst-Stadt,,K03401,4853
1980,Delmenhorst-Stadt,maennlich,K03401,2610
1980,Delmenhorst-Stadt,weiblich,K03401,2243
1981,Delmenhorst-Stadt,,K03401,5136
1981,Delmenhorst-Stadt,maennlich,K03401,2763
1981,Delmenhorst-Stadt,weiblich,K03401,2373
1982,Delmenhorst-Stadt,,K03401,5150
1982,Delmenhorst-Stadt,maennlich,K03401,2770
1982,Delmenhorst-Stadt,weiblich,K03401,2380
1983,Delmenhorst-Stadt,,K03401,4841
1983,Delmenhorst-Stadt,maennlich,K03401,2611
1983,Delmenhorst-Stadt,weiblich,K03401,2230
1984,Delmenhorst-Stadt,,K03401,4138
1984,Delmenhorst-Stadt,maennlich,K03401,2223
1984,Delmenhorst-Stadt,weiblich,K03401,1915
1985,Delmenhorst-Stadt,,K03401,4058
1985,Delmenhorst-Stadt,maennlich,K03401,2184
1985,Delmenhorst-Stadt,weiblich,K03401,1874
1986,Delmenhorst-Stadt,,K03401,4162
1986,Delmenhorst-Stadt,maennlich,K03401,2226
1986,Delmenhorst-Stadt,weiblich,K03401,1936
1987,Delmenhorst-Stadt,,K03401,4264
1987,Delmenhorst-Stadt,maennlich,K03401,2255
1987,Delmenhorst-Stadt,weiblich,K03401,2009
1990,Delmenhorst-Stadt,,K03401,4823
1990,Delmenhorst-Stadt,maennlich,K03401,2524
1990,Delmenhorst-Stadt,weiblich,K03401,2299
1991,Delmenhorst-Stadt,,K03401,4984
1991,Delmenhorst-Stadt,maennlich,K03401,2650
1991,Delmenhorst-Stadt,weiblich,K03401,2334
1992,Delmenhorst-Stadt,,K03401,5759
1992,Delmenhorst-Stadt,maennlich,K03401,3133
1992,Delmenhorst-Stadt,weiblich,K03401,2626
1993,Delmenhorst-Stadt,,K03401,5793
1993,Delmenhorst-Stadt,maennlich,K03401,3080
1993,Delmenhorst-Stadt,weiblich,K03401,2713
1994,Delmenhorst-Stadt,,K03401,6279
1994,Delmenhorst-Stadt,maennlich,K03401,3329
1994,Delmenhorst-Stadt,weiblich,K03401,2950
1995,Delmenhorst-Stadt,,K03401,6496
1995,Delmenhorst-Stadt,maennlich,K03401,3441
1995,Delmenhorst-Stadt,weiblich,K03401,3055
1996,Delmenhorst-Stadt,,K03401,6708
1996,Delmenhorst-Stadt,maennlich,K03401,3534
1996,Delmenhorst-Stadt,weiblich,K03401,3174
1997,Delmenhorst-Stadt,,K03401,6993
1997,Delmenhorst-Stadt,maennlich,K03401,3687
1997,Delmenhorst-Stadt,weiblich,K03401,3306
1998,Delmenhorst-Stadt,,K03401,6883
1998,Delmenhorst-Stadt,maennlich,K03401,3599
1998,Delmenhorst-Stadt,weiblich,K03401,3284
1999,Delmenhorst-Stadt,,K03401,6893
1999,Delmenhorst-Stadt,maennlich,K03401,3609
1999,Delmenhorst-Stadt,weiblich,K03401,3284
2000,Delmenhorst-Stadt,,K03401,6792
2000,Delmenhorst-Stadt,maennlich,K03401,3513
2000,Delmenhorst-Stadt,weiblich,K03401,3279
2001,Delmenhorst-Stadt,,K03401,6891
2001,Delmenhorst-Stadt,maennlich,K03401,3554
2001,Delmenhorst-Stadt,weiblich,K03401,3337
2002,Delmenhorst-Stadt,,K03401,6953
2002,Delmenhorst-Stadt,maennlich,K03401,3552
2002,Delmenhorst-Stadt,weiblich,K03401,3401
2003,Delmenhorst-Stadt,,K03401,6951
2003,Delmenhorst-Stadt,maennlich,K03401,3512
2003,Delmenhorst-Stadt,weiblich,K03401,3439
2004,Delmenhorst-Stadt,,K03401,6697
2004,Delmenhorst-Stadt,maennlich,K03401,3372
2004,Delmenhorst-Stadt,weiblich,K03401,3325
2005,Delmenhorst-Stadt,,K03401,6751
